,id,title,release_date,revenue,runtime,adult,backdrop_path,homepage,overview,popularity,poster_path,tagline,genres,spoken_languages,vote_avg,revenue_category
1169,4256,Scary Movie 3,2003-10-24,220673217,84,False,/lGHd1JOwCdyM2Led0qo3FiI71fF.jpg,,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",38.063,/gLTVGCtUfD80sMDkbxAiWNso7Ne.jpg,Great trilogies come in threes.,Comedy,English,Average (5-6),good(100014025-1000000000)
1170,2270,Stardust,2007-08-09,137515140,127,False,/amjiPGOiJVUCgddTgl4dVRauKgV.jpg,http://www.stardustmovie.com,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",22.676,/AsCrevARwF6eCrF2v8zpLdn0gth.jpg,This Summer A Star Falls. The Chase Begins.,"Adventure, Fantasy, Romance, Family",English,excellent (7-10),good(100014025-1000000000)
1177,34851,Predators,2010-07-03,127233108,107,False,/zWhEhVvswpKolTp1rmUdK30mMov.jpg,https://www.20thcenturystudios.com/movies/predators,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,41.281,/54LZIRznS0Zjn7ZDXrsGVe3HXei.jpg,The hunt is on.,"Science Fiction, Action, Thriller","English, Spanish, Russian",good (6-7),good(100014025-1000000000)
1178,379686,Space Jam: A New Legacy,2021-07-08,163692228,115,False,/8s4h9friP6Ci3adRGahHARVd76E.jpg,https://www.spacejam.com,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",45.412,/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg,Welcome to the Jam!,"Family, Animation, Comedy, Science Fiction",English,good (6-7),good(100014025-1000000000)
1181,2789,The Chronicles of Riddick,2004-06-11,115772733,119,False,/lt3NqorBMWn786m9bzqM0OLdMS8.jpg,https://www.uphe.com/movies/the-chronicles-of-riddick,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",13.058,/iSaB7jBgsU6sXqKneZpdeRw5MSV.jpg,All the power in the universe can't change destiny,"Action, Science Fiction",English,good (6-7),good(100014025-1000000000)
1183,834,Underworld: Evolution,2006-01-12,111476513,106,False,/kIZzOU6ZSbcyejTK0c5BBeF3YfD.jpg,https://www.sonypictures.com/movies/underworldevolution,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",33.066,/yT1EDKhCzAumcZeBoAxqm0nY2H8.jpg,"My God. Brother, what have you done?","Fantasy, Action, Thriller","English, French, Hungarian",good (6-7),good(100014025-1000000000)
1184,8698,The League of Extraordinary Gentlemen,2003-07-11,179265204,110,False,/tsUlDhS8jeaK6x65ZrEtvrkPVx4.jpg,,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",25.498,/kdAuVFP63XXxnb983ry2pLCKd9S.jpg,The power of seven become a league of one.,"Fantasy, Action, Thriller, Science Fiction","English, German, Italian",Average (5-6),good(100014025-1000000000)
1186,136795,The Heat,2013-06-27,158674180,117,False,/c0V8KAiuoWLXf7TfvwHK4yhIfb9.jpg,,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: buddies.",21.735,/yERBa1y5zNUOTRKQPiDCPIc2fuv.jpg,They're just trying to stay alive long enough to kill each other.,"Action, Comedy, Crime","English, Spanish, Bulgarian",good (6-7),good(100014025-1000000000)
1189,9342,The Mask of Zorro,1998-07-16,250288523,136,False,/dOqqnfLq1LFs7UlC9ZzMIgqbicu.jpg,,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",34.609,/bdMufwGDDzqu4kTSQwrKc5WR4bu.jpg,No one has seen his face... but everyone ... knows this mark.,"Action, Adventure","English, Spanish",good (6-7),good(100014025-1000000000)
1190,526896,Morbius,2022-03-30,167500000,105,False,/jzWT0zd8U77fqWg5WgUfYaMzSFz.jpg,https://www.morbius.movie/,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",53.018,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,A new Marvel legend arrives.,"Action, Science Fiction, Fantasy","English, Greek, Norwegian, Spanish",good (6-7),good(100014025-1000000000)
1191,228161,Home,2015-03-18,368871007,94,False,/jqVFrhFLqrOn72TImJuIzYWKByv.jpg,http://www.meettheboov.com/,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",29.249,/ln7DqfqyKosTw1xoa92Q7FRT3Jh.jpg,Worlds Collide,"Fantasy, Comedy, Animation, Science Fiction, Family",English,good (6-7),good(100014025-1000000000)
1193,770,Gone with the Wind,1939-12-15,402352579,238,False,/ft8WRF2xqEwwGWa59naDUybKTAx.jpg,,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,46.849,/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg,The greatest romance of all time!,"Drama, War, Romance",English,excellent (7-10),good(100014025-1000000000)
1194,442249,The First Purge,2018-07-04,137056262,97,False,/1hJbE72WiRuWH11QPNiHsvt29xA.jpg,https://www.thefirstpurge.com,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",43.837,/litjsBoiydO6JlO70uOX4N3WnNL.jpg,A Nation Reborn,"Horror, Action, Thriller",English,Average (5-6),good(100014025-1000000000)
1195,5175,Rush Hour 2,2001-08-03,347325802,90,False,/zzFTSEAZcLGSbGipQVflSNUqpij.jpg,,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",35.324,/aBQf2vMiCINeVC9v6BGVYKXurTh.jpg,Get ready for a second Rush!,"Action, Comedy, Crime","Cantonese, English, Mandarin",good (6-7),good(100014025-1000000000)
1198,4233,Scream 2,1997-12-12,172363301,120,False,/dQlQ23vhPzjAjnknwVYu61vIFk8.jpg,,"Away at college, Sidney thought she'd finally put the shocking murders that shattered her life behind her... until a copycat killer begins acting out a real-life sequel.",42.672,/dORlVasiaDkJXTqt9bdH7nFNs6C.jpg,Someone has taken their love of sequels one step too far.,"Horror, Mystery",English,good (6-7),good(100014025-1000000000)
1199,10196,The Last Airbender,2010-06-30,319713881,103,False,/msU3F9DVNFvCsQVxhxliyWSO03D.jpg,,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",30.744,/zgwRTYWEEPivTwjB9S03HtmMcbM.jpg,"Four nations, one destiny.","Action, Adventure, Fantasy",English,poor (3-5),good(100014025-1000000000)
1201,36955,True Lies,1994-07-15,378882411,141,False,/jRZ3joUcg8YDCQYl4Tog5xhY6wk.jpg,,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.",23.329,/pweFTnzzTfGK68woSVkiTgjLzWm.jpg,"When he said I do, he never said what he did.","Action, Thriller","English, French, Arabic, German",excellent (7-10),good(100014025-1000000000)
1202,4964,Knocked Up,2007-06-01,219922417,129,False,/8uNx4YtClqB9duM4n6jOx8vWvvl.jpg,http://knockedupmovie.com/,"A slacker and a career-driven woman accidentally conceive a child after a one-night stand. As they try to make the relationship work, they must navigate the challenges of parenthood and their differences in lifestyle and maturity.",22.351,/b4OaXw2MW97VvIiZE0Sbn1NfxSh.jpg,Save the due date.,"Comedy, Romance, Drama",English,good (6-7),good(100014025-1000000000)
1204,71679,Resident Evil: Retribution,2012-09-12,240159255,95,False,/fxLktTZcpt8O7JtmlVY6YSfOtOS.jpg,http://www.residentevil-movie.com/site/,"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",4.209,/ohdUDWVlcbuWphaLu6wS91xdJ73.jpg,Evil goes global,"Action, Horror, Science Fiction",English,Average (5-6),good(100014025-1000000000)
1205,869,Planet of the Apes,2001-07-25,362211740,120,False,/rF0Y0fYVsNFEvGve8Nq0Ij9EDCM.jpg,http://www.planetoftheapes.com/films/planet-of-the-apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",33.651,/2IZcJHsTugOdyg0Y8ejj4CM2X3a.jpg,You'll be sorry you were ever born human.,"Thriller, Science Fiction, Action, Adventure",English,Average (5-6),good(100014025-1000000000)
1209,503736,Army of the Dead,2021-05-14,190700000,148,False,/c0izdYdnTe4uMRifHgvTA85wPz0.jpg,https://www.netflix.com/title/81046394,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",32.495,/z8CExJekGrEThbpMXAmCFvvgoJR.jpg,Survivors take all.,"Action, Crime, Drama, Horror, Science Fiction, Thriller, Fantasy","English, German, Spanish",good (6-7),good(100014025-1000000000)
1210,9297,Monster House,2006-06-30,140175006,91,False,/aDnCTWpWMHcQxOeGWsITmoLuEGy.jpg,http://www.sonypictures.com/movies/monsterhouse,"Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",40.141,/zCRPr4bkO3ae0U1134vJ39xZnAG.jpg,The house is . . . alive!,"Animation, Comedy, Family, Fantasy",English,good (6-7),good(100014025-1000000000)
1211,90,Beverly Hills Cop,1984-12-05,316360478,105,False,/tKi5HYDSuxP4I26fxyF2UVvAtLa.jpg,https://www.paramount.com/movies/beverly-hills-cop,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,26.61,/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg,The Heat Is On!,"Action, Comedy, Crime",English,excellent (7-10),good(100014025-1000000000)
1212,9837,The Prince of Egypt,1998-12-16,218613188,99,False,/cVa8EkjvT7IP0NMrGOKXs1UVUKs.jpg,,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",36.543,/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,The Power Is Real. The Story is Forever. The Time is Now.,"Adventure, Animation, Drama, Family","Hebrew, English",excellent (7-10),good(100014025-1000000000)
1213,8920,Garfield,2004-06-10,200804534,80,False,/6SSEa1OfqrHGg7XTLNTxbyyioRB.jpg,,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",87.413,/vqwTSWNLyH55g8kBT61s2DgNYEp.jpg,Get ready for frisky business.,"Animation, Comedy, Family",English,Average (5-6),good(100014025-1000000000)
1214,10719,Elf,2003-10-09,225097437,97,False,/5nhp41gx49vXjwXuDXJwQrRFsng.jpg,,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",22.515,/oOleziEempUPu96jkGs0Pj6tKxj.jpg,"This holiday, discover your inner elf.","Comedy, Family, Fantasy",English,good (6-7),good(100014025-1000000000)
1217,9982,Chicken Little,2005-11-04,314432665,81,False,/h37N1O8LUyGW1o2dIWufm9jzpk7.jpg,http://movies.disney.com/chicken-little,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",29.342,/1wg65q3daTE8rGfaUhBxLdXk6NL.jpg,"When it comes to saving the world, it helps to be a little chicken.","Animation, Family, Comedy",English,Average (5-6),good(100014025-1000000000)
1218,8835,Legally Blonde,2001-07-13,141774679,96,False,/udQe3ULuZr82E2Pvqpl9CrGt6Fy.jpg,,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks.",27.111,/4ABNnmkVpzplrEVQWt1piITT0Ey.jpg,Don't judge a book by its hair color!,"Comedy, Romance",English,good (6-7),good(100014025-1000000000)
1219,3981,What Women Want,2000-12-15,374111707,127,False,/xXHtSqFx8mLjzNGX9oCKQEx2yTa.jpg,,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",27.368,/n5NOxrcgeiCxvEn47FG9bvlHNsV.jpg,He has the power to hear everything women are thinking. Finally... a man is listening.,"Comedy, Romance","English, French",good (6-7),good(100014025-1000000000)
1221,345911,Lights Out,2016-07-21,148868835,81,False,/kNeKcjC89AN60IFmtStCNwiewTY.jpg,http://www.lightsoutmovie.com/,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",20.444,/8BnElzAQQpp7ZgdJJiAe1diomr4.jpg,You were right to be afraid of the dark.,"Horror, Thriller, Mystery",English,good (6-7),good(100014025-1000000000)
1222,924,Dawn of the Dead,2004-03-19,102278712,101,False,/rspbS1E9wJtslrb8amfJgtMBUVh.jpg,http://www.dawnofthedeadmovie.net/,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",37.211,/ttquyxStEEctzghtA2f4PUGprDr.jpg,"When the undead rise, civilization will fall.","Horror, Action",English,excellent (7-10),good(100014025-1000000000)
1224,277216,Straight Outta Compton,2015-08-11,201634991,147,False,/pvGuQ5wmkENGEvnKQRYv0eS8sOx.jpg,http://www.straightouttacompton.com/,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",23.209,/9B63hMwU6iICtNDTISCaZQ5US7R.jpg,The Story of N.W.A.,"Drama, Music, History",English,excellent (7-10),good(100014025-1000000000)
1228,48138,Unknown,2011-02-16,130786397,113,False,/f2d419xzKDbtVpToJorTxlKMvgQ.jpg,http://unknownmovie.warnerbros.com/,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",33.136,/aXBQD515okXQZmYA89ntXMvSJSd.jpg,Take Back Your Life,"Action, Mystery, Thriller","English, German, Turkish, Arabic",good (6-7),good(100014025-1000000000)
1231,7453,The Hitchhiker's Guide to the Galaxy,2005-04-28,104478416,109,False,/i3IOqOFdAdjw0ebQXkIevybkkNF.jpg,,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",18.515,/yr9A3KGQlxBh3yW0cmglsr8aMIz.jpg,Don't leave Earth without it,"Adventure, Comedy, Science Fiction",English,good (6-7),good(100014025-1000000000)
1232,1493,Miss Congeniality,2000-12-22,212000000,111,False,/tBOLfpP25TgqnWvhvsWocEXOoYS.jpg,,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",27.719,/q1m9ME0zvncnFDmKXC43RqZr8mU.jpg,Never Mess With An Agent In A Dress.,"Comedy, Crime, Action","English, Spanish, French, Russian",good (6-7),good(100014025-1000000000)
1233,36648,Blade: Trinity,2004-12-08,128905366,123,False,/55885wQeb8XISRccwnfVJ7DDJFM.jpg,https://www.warnerbros.com/movies/blade-trinity,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",26.194,/rodqqX8NLe3cdcgBMc4CFTPidTy.jpg,The final hunt begins.,"Action, Horror, Fantasy","Esperanto, English",Average (5-6),good(100014025-1000000000)
1239,71,Billy Elliot,2000-09-28,109280263,110,False,/urzflyf41uySpgciGHdQzpcaMOY.jpg,,County Durham England 1984 the miners strike has started and the police have started coming up from Bethnal Green starting a class war with the lower classes suffering caught in the middle of the conflict is 11-year old Billy Elliot who after leaving his boxing club for the day stubbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs Wilkinson for an upcoming audition in Newcastle-upon Tyne the audition is for the royal Ballet school in London.,22.18,/nOr5diUZxphmAD3li9aiILyI28F.jpg,Inside every one of us is a special talent waiting to come out. The trick is finding it.,"Drama, Comedy, Music",English,excellent (7-10),good(100014025-1000000000)
1242,417859,Puss in Boots,2011-10-27,554987477,90,False,/eSdpZZQubPSZ47qppFfUPbKsWlw.jpg,https://www.dreamworks.com/movies/puss-in-boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",38.048,/eufJ36oQCauDc427ewaEvQrhZ6i.jpg,Live for danger. Fight for justice. Pray for mercy.,"Animation, Family, Fantasy, Adventure, Comedy","Spanish, English",good (6-7),good(100014025-1000000000)
1243,7555,Rambo,2008-01-24,113244290,92,False,/5W0ljXTtLVuLF0z8GE7mNXgTC44.jpg,https://www.lionsgate.com/movies/rambo,"In Thailand, ex-Green Beret John James Rambo joins a group of mercenaries to venture into war-torn neighboring Myanmar to rescue a group of Christian aid workers who have been kidnapped by a ruthless local infantry unit.",44.904,/r8LPeldxskHrGJTPfhICguCip2H.jpg,"Live for nothing, or die for something.","Action, Thriller, War","English, Burmese, Thai",good (6-7),good(100014025-1000000000)
1247,2024,The Patriot,2000-06-28,215294342,165,False,/c9xSFZQtC4c16Vn5CMOaB1pGk9J.jpg,,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",35.559,/fWZd815QxUCUcrWQZwUkAp9ljG.jpg,Some things are worth fighting for.,"Drama, History, War, Action",English,excellent (7-10),good(100014025-1000000000)
1248,9313,The Man in the Iron Mask,1998-03-12,182968902,132,False,/xzCe37rMKvYUnrAhIxpLJwv7Xmo.jpg,,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",19.751,/zHE9yRURvA7DyhYtQxkGTfE1Ywi.jpg,For the honor of a king. And the destiny of a country. All for one.,"Adventure, Action, Drama","English, Italian",good (6-7),good(100014025-1000000000)
1249,64686,47 Ronin,2013-12-06,151783839,119,False,/nyt0jlofZyjhRqiQkEp0cdoKaS3.jpg,,"Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",26.56,/xDHnmcroujCRG0ysYQaiswjbyHd.jpg,For courage. For loyalty. For honor.,"Drama, Action, Fantasy","English, Japanese",good (6-7),good(100014025-1000000000)
1253,929,Godzilla,1998-05-20,379014294,138,False,/z6fmvhQXS5hbXSizx4DGajjBmGD.jpg,https://www.sonypictures.com/movies/godzilla,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",30.112,/tqQ9Nt5C1Z5PRDPxYXQ4qwy5v5V.jpg,Size does matter.,"Science Fiction, Action, Thriller","English, French, Japanese, Russian, Spanish",Average (5-6),good(100014025-1000000000)
1256,71676,Ghost Rider: Spirit of Vengeance,2011-12-10,132563930,96,False,/aHc765LRg5d5DtoS4LKiGEROWrq.jpg,https://www.sonypictures.com/movies/ghostriderspiritofvengeance,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",37.305,/3nTr3jGCFs3wBjifokRHp3xJgP5.jpg,He rides again.,"Action, Fantasy, Thriller",English,Average (5-6),good(100014025-1000000000)
1260,35791,Resident Evil: Afterlife,2010-09-09,300228084,97,False,/u2kimx9kh16InyhAe6s7Bm5wMr4.jpg,http://www.sonypictures.com/movies/residentevilafterlife/site/,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2.122,/qZHDnt8bnsD2cSJfIbjWbCkIq3G.jpg,Experience a new dimension of evil,"Action, Adventure, Horror, Science Fiction","English, Spanish, Japanese",good (6-7),good(100014025-1000000000)
1261,710,GoldenEye,1995-11-16,352194034,130,False,/5jVWJiPpmk216Q7vjjlwNXXE6ee.jpg,https://www.mgm.com/movies/goldeneye,"When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from a dangerous space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon",26.642,/z0ljRnNxIO7CRBhLEO0DvLgAFPR.jpg,No limits. No fears. No substitutes.,"Adventure, Action, Thriller","English, Russian, Spanish",good (6-7),good(100014025-1000000000)
1263,41513,The Smurfs,2011-07-29,563749323,103,False,/iYLimHUF0C0R61v1ofg79SUIja9.jpg,http://www.smurfhappens.com/,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",36.29,/vRhnslP2gW0QDym7BsMeSuioUfK.jpg,Smurf Happens.,"Animation, Family, Adventure, Comedy, Fantasy",English,Average (5-6),good(100014025-1000000000)
1264,72976,Lincoln,2012-11-09,275293450,149,False,/q8p5JPFmdRiRcoUFKefxW1gq8Ec.jpg,,"The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",20.497,/oOo905cttAIkHERDBya5sX6HbIV.jpg,,"History, Drama",English,good (6-7),good(100014025-1000000000)
1265,257445,Goosebumps,2015-08-05,158162788,103,False,/6mPe4rBHzDMal2oL6hVgOBkaHz9.jpg,http://www.goosebumps-movie.com/,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",24.932,/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg,The stories are alive,"Adventure, Horror, Comedy",English,good (6-7),good(100014025-1000000000)
1266,9286,Final Destination 3,2006-02-09,118890272,93,False,/upPtpWzVrUD8XPpoHh2CPTRk36o.jpg,,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",37.305,/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,This ride will be the death of you.,"Horror, Mystery",English,good (6-7),good(100014025-1000000000)
1267,1369,Rambo: First Blood Part II,1985-05-21,300400432,96,False,/iUCNrTKQZRKmKMEMIznm2UlUmEd.jpg,https://www.lionsgate.com/movies/rambo-first-blood-part-ii,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,52.373,/pzPdwOitmTleVE3YPMfIQgLh84p.jpg,"What most people call hell, he calls home.","Action, Adventure, Thriller, War","English, Vietnamese",good (6-7),good(100014025-1000000000)
1268,529203,The Croods: A New Age,2020-11-25,215905815,95,False,/ytTQoYkdpsgtfDWrNFCei8Mfbxu.jpg,https://www.dreamworks.com/movies/the-croods-2,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",63.456,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,The future ain't what it used to be.,"Animation, Family, Adventure, Fantasy, Comedy",English,excellent (7-10),good(100014025-1000000000)
